Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Packers @ Bears,Total,Final - OT,o44.5 (-105) | u46.5 (-105),61% | 39%,65% | 35%,+4%,"140,288",2025-12-21 16:45
Vikings @ Giants,Moneyline,6:00 PM,-144 | +125,82% | 18%,89% | 11%,+7%,"55,798",2025-12-21 16:45
Chiefs @ Titans,Moneyline,6:00 PM,-160 | +150,75% | 25%,73% | 27%,+2%,"43,464",2025-12-21 16:45
Buccaneers @ Panthers,Moneyline,6:00 PM,-152 | +130,73% | 27%,87% | 13%,+14%,"70,156",2025-12-21 16:45
Jets @ Saints,Moneyline,6:00 PM,+250 | -285,13% | 87%,27% | 73%,+14%,"39,571",2025-12-21 16:45
Chargers @ Cowboys,Moneyline,6:00 PM,+110 | -120,59% | 41%,55% | 45%,+4%,"66,168",2025-12-21 16:45
Bills @ Browns,Moneyline,6:00 PM,-590 | +455,96% | 4%,94% | 6%,+2%,"64,022",2025-12-21 16:45
Bengals @ Dolphins,Moneyline,6:00 PM,-200 | +180,79% | 21%,81% | 19%,+2%,"56,076",2025-12-21 16:45
Falcons @ Cardinals,Moneyline,9:05 PM,-143 | +135,76% | 24%,75% | 25%,+1%,"33,301",2025-12-21 16:45
Jaguars @ Broncos,Moneyline,9:05 PM,+160 | -178,18% | 82%,20% | 80%,+2%,"49,790",2025-12-21 16:45
Steelers @ Lions,Moneyline,9:25 PM,+300 | -325,12% | 88%,15% | 85%,+3%,"62,573",2025-12-21 16:45
Raiders @ Texans,Moneyline,9:25 PM,+800 | -1115,4% | 96%,23% | 77%,+19%,"31,413",2025-12-21 16:45
Patriots @ Ravens,Moneyline,"Mon 12/22, 1:20 AM",+156 | -150,61% | 39%,73% | 27%,+12%,"57,732",2025-12-21 16:45
49ers @ Colts,Moneyline,"Tue 12/23, 1:15 AM",-250 | +220,90% | 10%,92% | 8%,+2%,"22,184",2025-12-21 16:45
Rams @ Seahawks,Moneyline,Final - OT,+114 | -125,50% | 50%,42% | 58%,+8%,"211,571",2025-12-21 16:45
Eagles @ Commanders,Moneyline,Final,-250 | +300,94% | 6%,94% | 6%,,"117,629",2025-12-21 16:45
Packers @ Bears,Moneyline,Final - OT,+105 | -115,46% | 54%,34% | 66%,+12%,"140,288",2025-12-21 16:45
