Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Bears @ 49ers,Total,"Mon 12/29, 1:20 AM",o52 (-108) | u52.5 (-110),23% | 77%,30% | 70%,+7%,"9,880",2025-12-26 01:40
Rams @ Falcons,Total,"Tue 12/30, 1:15 AM",o49.5 (-109) | u50 (-110),50% | 50%,42% | 58%,+8%,"8,744",2025-12-26 01:40
Broncos @ Chiefs,Total,1ST 2:53,o37.5 (-110) | u37.5 (+100),56% | 44%,63% | 37%,+7%,"168,101",2025-12-26 01:40
Cowboys @ Commanders,Total,Final,o50 (-112) | u52.5 (-115),63% | 37%,74% | 26%,+11%,"176,911",2025-12-26 01:40
Lions @ Vikings,Total,Final,o45 (-109) | u45.5 (-115),75% | 25%,85% | 15%,+10%,"192,532",2025-12-26 01:40
Giants @ Raiders,Moneyline,"Sun 12/28, 9:05 PM",-112 | -102,71% | 29%,47% | 53%,+24%,"8,037",2025-12-26 01:40
Texans @ Chargers,Moneyline,"Sat 12/27, 9:30 PM",+110 | -125,48% | 52%,48% | 52%,,"19,770",2025-12-26 01:40
Ravens @ Packers,Moneyline,"Sun 12/28, 1:00 AM",+185 | -198,26% | 74%,28% | 72%,+2%,"10,016",2025-12-26 01:40
Seahawks @ Panthers,Moneyline,"Sun 12/28, 6:00 PM",-345 | +295,89% | 11%,79% | 21%,+10%,"12,389",2025-12-26 01:40
Jaguars @ Colts,Moneyline,"Sun 12/28, 6:00 PM",-278 | +240,89% | 11%,78% | 22%,+11%,"10,117",2025-12-26 01:40
Saints @ Titans,Moneyline,"Sun 12/28, 6:00 PM",-142 | +130,75% | 25%,72% | 28%,+3%,"8,168",2025-12-26 01:40
Cardinals @ Bengals,Moneyline,"Sun 12/28, 6:00 PM",+320 | -350,5% | 95%,7% | 93%,+2%,"11,324",2025-12-26 01:40
Steelers @ Browns,Moneyline,"Sun 12/28, 6:00 PM",-166 | +150,90% | 10%,90% | 10%,,"11,637",2025-12-26 01:40
Patriots @ Jets,Moneyline,"Sun 12/28, 6:00 PM",-900 | +750,97% | 3%,92% | 8%,+5%,"8,037",2025-12-26 01:40
Buccaneers @ Dolphins,Moneyline,"Sun 12/28, 6:00 PM",-250 | +235,91% | 9%,80% | 20%,+11%,"8,310",2025-12-26 01:40
Eagles @ Bills,Moneyline,"Sun 12/28, 9:25 PM",+105 | -120,26% | 74%,32% | 68%,+6%,"12,530",2025-12-26 01:40
Bears @ 49ers,Moneyline,"Mon 12/29, 1:20 AM",+145 | -162,27% | 73%,39% | 61%,+12%,"9,880",2025-12-26 01:40
Rams @ Falcons,Moneyline,"Tue 12/30, 1:15 AM",-450 | +360,96% | 4%,94% | 6%,+2%,"8,744",2025-12-26 01:40
Broncos @ Chiefs,Moneyline,1ST 2:53,-910 | +750,80% | 20%,52% | 48%,+28%,"168,101",2025-12-26 01:40
Cowboys @ Commanders,Moneyline,Final,-455 | +500,86% | 14%,83% | 17%,+3%,"176,911",2025-12-26 01:40
Lions @ Vikings,Moneyline,Final,-335 | +340,88% | 12%,83% | 17%,+5%,"192,532",2025-12-26 01:40
