Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Dolphins @ Patriots,Total,9:25 PM,o45.5 (-102) | u45.5 (-108),72% | 28%,73% | 27%,+1%,"16,378",2026-01-04 03:07
Ravens @ Steelers,Total,"Mon 1/05, 1:20 AM",o40.5 (-110) | u40.5 (-105),71% | 29%,71% | 29%,,"33,149",2026-01-04 03:07
Seahawks @ 49ers,Total,3RD 1:36,o47.5 (-109) | u48.5 (-110),57% | 43%,52% | 48%,+5%,"196,298",2026-01-04 03:07
Panthers @ Buccaneers,Total,Final,o42.5 (-106) | u42.5 (-105),75% | 25%,67% | 33%,+8%,"174,670",2026-01-04 03:07
Cowboys @ Giants,Moneyline,6:00 PM,-170 | +154,88% | 12%,91% | 9%,+3%,"12,359",2026-01-04 03:07
Saints @ Falcons,Moneyline,6:00 PM,+160 | -175,23% | 77%,22% | 78%,+1%,"17,938",2026-01-04 03:07
Browns @ Bengals,Moneyline,6:00 PM,+320 | -375,12% | 88%,32% | 68%,+20%,"20,487",2026-01-04 03:07
Colts @ Texans,Moneyline,6:00 PM,+475 | -590,8% | 92%,48% | 52%,+40%,"15,373",2026-01-04 03:07
Titans @ Jaguars,Moneyline,6:00 PM,+590 | -800,4% | 96%,19% | 81%,+15%,"16,186",2026-01-04 03:07
Packers @ Vikings,Moneyline,6:00 PM,+430 | -460,34% | 66%,71% | 29%,+37%,"13,298",2026-01-04 03:07
Chargers @ Broncos,Moneyline,9:25 PM,+900 | -910,16% | 84%,41% | 59%,+25%,"14,722",2026-01-04 03:07
Chiefs @ Raiders,Moneyline,9:25 PM,-230 | +210,84% | 16%,81% | 19%,+3%,"8,491",2026-01-04 03:07
Jets @ Bills,Moneyline,9:25 PM,+340 | -405,3% | 97%,9% | 91%,+6%,"11,288",2026-01-04 03:07
Commanders @ Eagles,Moneyline,9:25 PM,+190 | -210,6% | 94%,17% | 83%,+11%,"12,222",2026-01-04 03:07
Lions @ Bears,Moneyline,9:25 PM,+160 | -185,26% | 74%,39% | 61%,+13%,"15,454",2026-01-04 03:07
Cardinals @ Rams,Moneyline,9:25 PM,+450 | -460,3% | 97%,31% | 69%,+28%,"13,237",2026-01-04 03:07
Dolphins @ Patriots,Moneyline,9:25 PM,+500 | -650,5% | 95%,25% | 75%,+20%,"16,378",2026-01-04 03:07
Ravens @ Steelers,Moneyline,"Mon 1/05, 1:20 AM",-195 | +176,70% | 30%,65% | 35%,+5%,"33,149",2026-01-04 03:07
Seahawks @ 49ers,Moneyline,3RD 1:36,-139 | +150,51% | 49%,40% | 60%,+11%,"196,298",2026-01-04 03:07
Panthers @ Buccaneers,Moneyline,Final,+144 | -155,37% | 63%,37% | 63%,,"174,670",2026-01-04 03:07
