Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Saints @ Lions,Total,"Sun 9/13, 5:00 PM",o49.5 (-115) | u49.5 (-102),18% | 82%,35% | 65%,+17%,"16,236",2026-09-09 00:28
Ravens @ Colts,Total,"Sun 9/13, 5:00 PM",o47.5 (-115) | u48 (-108),17% | 83%,13% | 87%,+4%,"14,247",2026-09-09 00:28
Bills @ Texans,Total,"Sun 9/13, 5:00 PM",o44.5 (-108) | u44.5 (-104),23% | 77%,23% | 77%,,"14,984",2026-09-09 00:28
Dolphins @ Raiders,Total,"Sun 9/13, 8:25 PM",o40.5 (-109) | u40.5 (-104),44% | 56%,41% | 59%,+3%,"9,855",2026-09-09 00:28
Cardinals @ Chargers,Total,"Sun 9/13, 8:25 PM",o47.5 (-104) | u47 (-107),12% | 88%,14% | 86%,+2%,"12,328",2026-09-09 00:28
Commanders @ Eagles,Total,"Sun 9/13, 8:25 PM",o44.5 (-105) | u44.5 (-108),18% | 82%,18% | 82%,,"13,469",2026-09-09 00:28
Packers @ Vikings,Total,"Sun 9/13, 8:25 PM",o46 (-109) | u46.5 (-110),11% | 89%,14% | 86%,+3%,"14,222",2026-09-09 00:28
Broncos @ Chiefs,Total,"Tue 9/15, 12:15 AM",o43 (-109) | u43.5 (-110),32% | 68%,30% | 70%,+2%,"13,944",2026-09-09 00:28
Cowboys @ Giants,Moneyline,"Mon 9/14, 12:20 AM",-150 | +136,88% | 12%,90% | 10%,+2%,"16,802",2026-09-09 00:28
Patriots @ Seahawks,Moneyline,"Thu 9/10, 12:20 AM",+165 | -170,15% | 85%,32% | 68%,+17%,"64,194",2026-09-09 00:28
49ers @ Rams,Moneyline,"Fri 9/11, 12:35 AM",+172 | -198,10% | 90%,8% | 92%,+2%,"27,823",2026-09-09 00:28
Jets @ Titans,Moneyline,"Sun 9/13, 5:00 PM",+125 | -122,22% | 78%,28% | 72%,+6%,"12,990",2026-09-09 00:28
Buccaneers @ Bengals,Moneyline,"Sun 9/13, 5:00 PM",+171 | -200,14% | 86%,21% | 79%,+7%,"13,353",2026-09-09 00:28
Browns @ Jaguars,Moneyline,"Sun 9/13, 5:00 PM",+350 | -385,7% | 93%,19% | 81%,+12%,"14,207",2026-09-09 00:28
Falcons @ Steelers,Moneyline,"Sun 9/13, 5:00 PM",+154 | -160,15% | 85%,25% | 75%,+10%,"13,414",2026-09-09 00:28
Bears @ Panthers,Moneyline,"Sun 9/13, 5:00 PM",-145 | +140,86% | 14%,93% | 7%,+7%,"14,646",2026-09-09 00:28
Saints @ Lions,Moneyline,"Sun 9/13, 5:00 PM",+280 | -310,4% | 96%,6% | 94%,+2%,"16,236",2026-09-09 00:28
Ravens @ Colts,Moneyline,"Sun 9/13, 5:00 PM",-175 | +165,90% | 10%,93% | 7%,+3%,"14,247",2026-09-09 00:28
Bills @ Texans,Moneyline,"Sun 9/13, 5:00 PM",-114 | +102,68% | 32%,67% | 33%,+1%,"14,984",2026-09-09 00:28
Dolphins @ Raiders,Moneyline,"Sun 9/13, 8:25 PM",+157 | -178,13% | 87%,22% | 78%,+9%,"9,855",2026-09-09 00:28
Cardinals @ Chargers,Moneyline,"Sun 9/13, 8:25 PM",+475 | -485,4% | 96%,11% | 89%,+7%,"12,328",2026-09-09 00:28
Commanders @ Eagles,Moneyline,"Sun 9/13, 8:25 PM",+194 | -215,6% | 94%,7% | 93%,+1%,"13,469",2026-09-09 00:28
Packers @ Vikings,Moneyline,"Sun 9/13, 8:25 PM",+102 | -110,50% | 50%,51% | 49%,+1%,"14,222",2026-09-09 00:28
Broncos @ Chiefs,Moneyline,"Tue 9/15, 12:15 AM",+130 | -141,32% | 68%,6% | 94%,+26%,"13,944",2026-09-09 00:28
