Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Colts @ Seahawks,Spread,"Sun 12/14, 9:25 PM",+13.5 (-105) | -14 (-108),37% | 63%,18% | 82%,+19%,"5,467",2025-12-10 22:27
Vikings @ Cowboys,Spread,"Mon 12/15, 1:20 AM",+6 (-107) | -5.5 (-110),34% | 66%,25% | 75%,+9%,"4,912",2025-12-10 22:27
Dolphins @ Steelers,Spread,"Tue 12/16, 1:15 AM",+3.5 (-110) | -3 (-120),45% | 55%,64% | 36%,+19%,"5,286",2025-12-10 22:27
Commanders @ Giants,Total,"Sun 12/14, 6:00 PM",o47 (-110) | u47 (-106),62% | 38%,56% | 44%,+6%,"4,685",2025-12-10 22:27
Falcons @ Buccaneers,Total,"Fri 12/12, 1:15 AM",o44.5 (-102) | u43.5 (-102),66% | 34%,77% | 23%,+11%,"15,019",2025-12-10 22:27
Chargers @ Chiefs,Total,"Sun 12/14, 6:00 PM",o41.5 (-110) | u42 (-112),66% | 34%,49% | 51%,+17%,"6,967",2025-12-10 22:27
Jets @ Jaguars,Total,"Sun 12/14, 6:00 PM",o41.5 (-108) | u41.5 (-107),68% | 32%,71% | 29%,+3%,"3,887",2025-12-10 22:27
Bills @ Patriots,Total,"Sun 12/14, 6:00 PM",o49.5 (-108) | u50.5 (-110),67% | 33%,68% | 32%,+1%,"10,294",2025-12-10 22:27
Cardinals @ Texans,Total,"Sun 12/14, 6:00 PM",o41.5 (-113) | u42.5 (-108),76% | 24%,76% | 24%,,"5,296",2025-12-10 22:27
Ravens @ Bengals,Total,"Sun 12/14, 6:00 PM",o51.5 (-109) | u52.5 (-110),64% | 36%,67% | 33%,+3%,"8,295",2025-12-10 22:27
Browns @ Bears,Total,"Sun 12/14, 6:00 PM",o39 (-105) | u39.5 (-110),64% | 36%,78% | 22%,+14%,"6,820",2025-12-10 22:27
Raiders @ Eagles,Total,"Sun 12/14, 6:00 PM",o38 (-110) | u38.5 (-110),76% | 24%,69% | 31%,+7%,"4,700",2025-12-10 22:27
Lions @ Rams,Total,"Sun 12/14, 9:25 PM",o55 (-110) | u55 (-107),31% | 69%,40% | 60%,+9%,"7,396",2025-12-10 22:27
Panthers @ Saints,Total,"Sun 12/14, 9:25 PM",o40.5 (-105) | u40.5 (-109),74% | 26%,81% | 19%,+7%,"5,679",2025-12-10 22:27
Packers @ Broncos,Total,"Sun 12/14, 9:25 PM",o43 (-107) | u42.5 (-104),59% | 41%,63% | 37%,+4%,"7,870",2025-12-10 22:27
Titans @ 49ers,Total,"Sun 12/14, 9:25 PM",o44.5 (-108) | u44.5 (-110),66% | 34%,71% | 29%,+5%,"4,523",2025-12-10 22:27
Colts @ Seahawks,Total,"Sun 12/14, 9:25 PM",o42.5 (-108) | u43 (-113),71% | 29%,74% | 26%,+3%,"5,467",2025-12-10 22:27
Vikings @ Cowboys,Total,"Mon 12/15, 1:20 AM",o47.5 (-109) | u47.5 (-104),63% | 37%,70% | 30%,+7%,"4,912",2025-12-10 22:27
Dolphins @ Steelers,Total,"Tue 12/16, 1:15 AM",o41.5 (-109) | u42.5 (-110),73% | 27%,40% | 60%,+33%,"5,286",2025-12-10 22:27
Commanders @ Giants,Moneyline,"Sun 12/14, 6:00 PM",+120 | -135,34% | 66%,31% | 69%,+3%,"4,685",2025-12-10 22:27
Falcons @ Buccaneers,Moneyline,"Fri 12/12, 1:15 AM",+205 | -225,10% | 90%,9% | 91%,+1%,"15,019",2025-12-10 22:27
Chargers @ Chiefs,Moneyline,"Sun 12/14, 6:00 PM",+185 | -210,23% | 77%,56% | 44%,+33%,"6,967",2025-12-10 22:27
Jets @ Jaguars,Moneyline,"Sun 12/14, 6:00 PM",+730 | -835,6% | 94%,21% | 79%,+15%,"3,887",2025-12-10 22:27
Bills @ Patriots,Moneyline,"Sun 12/14, 6:00 PM",-115 | +100,42% | 58%,67% | 33%,+25%,"10,294",2025-12-10 22:27
Cardinals @ Texans,Moneyline,"Sun 12/14, 6:00 PM",+425 | -500,5% | 95%,8% | 92%,+3%,"5,296",2025-12-10 22:27
Ravens @ Bengals,Moneyline,"Sun 12/14, 6:00 PM",-135 | +124,48% | 52%,32% | 68%,+16%,"8,295",2025-12-10 22:27
Browns @ Bears,Moneyline,"Sun 12/14, 6:00 PM",+330 | -375,7% | 93%,13% | 87%,+6%,"6,820",2025-12-10 22:27
Raiders @ Eagles,Moneyline,"Sun 12/14, 6:00 PM",+640 | -700,3% | 97%,24% | 76%,+21%,"4,700",2025-12-10 22:27
Lions @ Rams,Moneyline,"Sun 12/14, 9:25 PM",+220 | -235,27% | 73%,21% | 79%,+6%,"7,396",2025-12-10 22:27
Panthers @ Saints,Moneyline,"Sun 12/14, 9:25 PM",-142 | +130,88% | 12%,91% | 9%,+3%,"5,679",2025-12-10 22:27
Packers @ Broncos,Moneyline,"Sun 12/14, 9:25 PM",-130 | +115,48% | 52%,65% | 35%,+17%,"7,870",2025-12-10 22:27
Titans @ 49ers,Moneyline,"Sun 12/14, 9:25 PM",+700 | -900,3% | 97%,6% | 94%,+3%,"4,523",2025-12-10 22:27
Colts @ Seahawks,Moneyline,"Sun 12/14, 9:25 PM",+750 | -1000,10% | 90%,55% | 45%,+45%,"5,467",2025-12-10 22:27
Vikings @ Cowboys,Moneyline,"Mon 12/15, 1:20 AM",+235 | -270,6% | 94%,9% | 91%,+3%,"4,912",2025-12-10 22:27
Dolphins @ Steelers,Moneyline,"Tue 12/16, 1:15 AM",+160 | -175,13% | 87%,17% | 83%,+4%,"5,286",2025-12-10 22:27
