w_pyth_edge,w_pass_epa,w_point_diff,regression_factor,sos_weight,logit_scale,warps_mae,pyth_mae,pw_mae,warps_rmse,n,years
0.0,0.7,0.3,0.75,0.0,5.5,2.337013221241622,2.4003287119947974,2.72972972972973,2.8185780332569266,223,2015-2021
0.25,0.75,0.0,0.75,0.0,5.5,2.340527085189902,2.4003287119947974,2.72972972972973,2.823689272857623,223,2015-2021
0.2,0.75,0.05,0.75,0.0,5.5,2.340811349771824,2.4003287119947974,2.72972972972973,2.8238100363949634,223,2015-2021
0.15,0.75,0.1,0.75,0.0,5.5,2.3410948609826807,2.4003287119947974,2.72972972972973,2.8239476845221305,223,2015-2021
0.1,0.75,0.15,0.75,0.0,5.5,2.34138699056628,2.4003287119947974,2.72972972972973,2.8241021969609053,223,2015-2021
0.05,0.75,0.2,0.75,0.0,5.5,2.3417327296905674,2.4003287119947974,2.72972972972973,2.824273552592903,223,2015-2021
0.0,0.75,0.25,0.75,0.0,5.5,2.3420777571472047,2.4003287119947974,2.72972972972973,2.8244617294640975,223,2015-2021
0.2,0.8,0.0,0.75,0.0,5.5,2.3463170724164466,2.4003287119947974,2.72972972972973,2.8300088079184365,223,2015-2021
0.15,0.8,0.05,0.75,0.0,5.5,2.346595911047862,2.4003287119947974,2.72972972972973,2.8301432732907674,223,2015-2021
0.1,0.8,0.1,0.75,0.0,5.5,2.3468739742128673,2.4003287119947974,2.72972972972973,2.830294543763183,223,2015-2021
0.05,0.8,0.15,0.75,0.0,5.5,2.347151256412139,2.4003287119947974,2.72972972972973,2.8304625983725624,223,2015-2021
0.0,0.8,0.2,0.75,0.0,5.5,2.347449721796575,2.4003287119947974,2.72972972972973,2.8306474153262666,223,2015-2021
0.15,0.85,0.0,0.75,0.0,5.5,2.35246328454694,2.4003287119947974,2.72972972972973,2.8366372323437443,223,2015-2021
0.1,0.85,0.05,0.75,0.0,5.5,2.3527814621330894,2.4003287119947974,2.72972972972973,2.8367852723245632,223,2015-2021
0.05,0.85,0.1,0.75,0.0,5.5,2.3530988042130105,2.4003287119947974,2.72972972972973,2.8369500333870583,223,2015-2021
0.0,0.85,0.15,0.75,0.0,5.5,2.3534274889728413,2.4003287119947974,2.72972972972973,2.837131493908817,223,2015-2021
0.1,0.9,0.0,0.75,0.0,5.5,2.3588781747182845,2.4003287119947974,2.72972972972973,2.8435705217659835,223,2015-2021
0.05,0.9,0.05,0.75,0.0,5.5,2.3592899418373796,2.4003287119947974,2.72972972972973,2.8437319992517445,223,2015-2021
0.0,0.9,0.1,0.75,0.0,5.5,2.359784855109663,2.4003287119947974,2.72972972972973,2.8439101094074526,223,2015-2021
0.05,0.95,0.0,0.75,0.0,5.5,2.3659875499950163,2.4003287119947974,2.72972972972973,2.85080445268097,223,2015-2021
0.0,0.95,0.05,0.75,0.0,5.5,2.3665400572612523,2.4003287119947974,2.72972972972973,2.8509792209614413,223,2015-2021
0.0,1.0,0.0,0.75,0.0,5.5,2.373284504001641,2.4003287119947974,2.72972972972973,2.8583345351643716,223,2015-2021
