w_pass_epa,w_rush_epa,w_success,w_explosive,w_point_diff,w_pyth_edge,w_turnover,config_name,regression_factor,sos_weight,logit_scale,warps_mae,pyth_mae,prior_wins_mae,warps_rmse,pyth_rmse,prior_wins_rmse,n,years
0.13573071067611317,0.04919129183276056,0.18284201209729278,0.1047765235650064,0.4039914798778507,0.028222224982443412,0.09524575696853271,random_0150,0.65,0.0,6.5,2.312286913671828,2.4003287119947974,2.72972972972973,2.7730033878100437,2.9640929337936237,3.4242116209757283,223,2015-2021
0.11838603974308577,0.008283340525936697,0.06387990945000169,0.02246927483499677,0.010191347675218003,0.7162184895899293,0.06057159818083189,random_0100,0.65,0.0,6.5,2.313038451440178,2.4003287119947974,2.72972972972973,2.7730113524651694,2.9640929337936237,3.4242116209757283,223,2015-2021
0.08175017920768718,0.0529866787983264,0.3106284225012388,0.20203867099505252,0.13735012364142185,0.14404021314319757,0.07120571171307565,random_0421,0.65,0.0,6.5,2.3131478635691267,2.4003287119947974,2.72972972972973,2.7730977646507027,2.9640929337936237,3.4242116209757283,223,2015-2021
0.0393966834291409,0.09512872013720315,0.32398217172690535,0.15661583843124943,0.11423946839498098,0.12156639696066227,0.14907072091985787,random_0252,0.65,0.0,6.5,2.3131556355452365,2.4003287119947974,2.72972972972973,2.772610046797563,2.9640929337936237,3.4242116209757283,223,2015-2021
0.19009263183666206,0.1907260966592082,0.14580083495617718,0.017979248841167795,0.3426869580589436,0.0734927649311119,0.039221464716729014,random_0023,0.65,0.0,6.5,2.3131766675921215,2.4003287119947974,2.72972972972973,2.77674884881311,2.9640929337936237,3.4242116209757283,223,2015-2021
0.08328695112377656,0.02704048736007966,0.1377461973226294,0.052561289783320135,0.4119506632600827,0.14180944067071638,0.14560497047939525,random_0497,0.65,0.0,6.5,2.313206482437102,2.4003287119947974,2.72972972972973,2.772748480203887,2.9640929337936237,3.4242116209757283,223,2015-2021
0.03680903137845862,0.010850578038194893,0.12001073808549997,0.006551350187846239,0.07254259629321623,0.5819206235620956,0.17131508245468843,random_0246,0.65,0.0,6.5,2.3132392710012755,2.4003287119947974,2.72972972972973,2.7716830401278254,2.9640929337936237,3.4242116209757283,223,2015-2021
0.09204766931835157,0.25900574810727545,0.21722925698734222,0.03048534426895629,0.30864496434786914,0.046366743674337366,0.04622027329586797,random_0158,0.65,0.0,6.5,2.313243612779799,2.4003287119947974,2.72972972972973,2.779262909857916,2.9640929337936237,3.4242116209757283,223,2015-2021
0.2012276046476211,0.07037339597725531,0.22067670024317404,0.11876230041189657,0.18110064773283133,0.12920106641099677,0.07865828457622483,random_0130,0.65,0.0,6.5,2.313336742412094,2.4003287119947974,2.72972972972973,2.774317805842898,2.9640929337936237,3.4242116209757283,223,2015-2021
0.17076427794587914,0.21030422790259118,0.16583967668214905,0.053108059492502455,0.31338496372687086,0.08058017596063158,0.006018618289375531,random_0033,0.65,0.0,6.5,2.3134131075096023,2.4003287119947974,2.72972972972973,2.778416686879479,2.9640929337936237,3.4242116209757283,223,2015-2021
